course_id,course_name,participants,num_reviews,price,revenue,satisfaction
762616,The Complete SQL Bootcamp 2020: Go from Zero to Hero,295509,78006,455.0,134456595.0,4.66
937678,Tableau 2020 A-Z: Hands-On Tableau Training for Data Science,209070,54581,455.0,95126850.0,4.59
1361790,PMP Exam Prep Seminar -  PMBOK Guide 6,155282,52653,455.0,70653310.0,4.59
648826,The Complete Financial Analyst Course 2020,245860,46447,455.0,111866300.0,4.54
637930,An Entire MBA in 1 Course:Award Winning Business School Prof,374836,41630,455.0,170550380.0,4.47
1208634,Microsoft Power BI - A Complete Introduction [2020 EDITION],124180,38093,455.0,56501900.0,4.56
864146,Agile Crash Course: Agile Project Management; Agile Delivery,96207,30470,455.0,43774185.0,4.32
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,127680,28665,455.0,58094400.0,4.54
673654,Become a Product Manager | Learn the Skills & Get the Job,112572,27408,455.0,51220260.0,4.5
1653432,The Business Intelligence Analyst Course 2020,115269,23906,455.0,52447395.0,4.5
1570206,Microsoft Power BI - Up & Running With Power BI Desktop,86715,23580,455.0,39455325.0,4.62
751792,Business Analysis Fundamentals,82015,23326,455.0,37316825.0,4.5
613808,Leadership: Practical Leadership Skills,68148,22595,455.0,31007340.0,4.57
1288044,The Complete Foundation Stock Trading Course,76812,21537,455.0,34949460.0,4.54
1405632,SQL - MySQL for Data Analytics and Business Intelligence,78968,21436,455.0,35930440.0,4.57
1202988,The Complete Financial Analyst Training & Investing Course,182002,21421,455.0,82810910.0,4.5
996228,The Ultimate Hands-On Hadoop - Tame your Big Data!,114945,21394,455.0,52299975.0,4.51
965832,The Complete Investment Banking Course 2020,88468,19970,455.0,40252940.0,4.5
560388,How to Start an Amazon FBA Store on a Tight Budget,72442,19328,455.0,32961110.0,4.6
980086,Deep Learning Prerequisites: The Numpy Stack in Python (V2+),239309,18322,455.0,108885595.0,4.47
1035472,Python for Finance: Investment Fundamentals & Data Analytics,83072,17617,455.0,37797760.0,4.52
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,67329,17016,455.0,30634695.0,4.56
888716,"Introduction to Finance, Accounting, Modeling and Valuation",140676,17013,500.0,70338000.0,4.48
946654,Write Better Emails: Tactics for Smarter Team Communication,50037,15956,455.0,22766835.0,4.43
946742,Beginning Project Management: Project Management Level One,48055,14255,455.0,21865025.0,4.43
1153034,The Complete Shopify Aliexpress Dropship course,74011,14006,455.0,33675005.0,4.63
196152,Writing With Flair: How To Become An Exceptional Writer,102727,12478,455.0,46740785.0,4.55
2013892,Agile Fundamentals: Including Scrum and Kanban - 2020,49877,11977,455.0,22694035.0,4.4
203556,SQL for Data Analysis: Weekender Crash Course for Beginners,59141,11660,455.0,26909155.0,4.34
563478,Sales Training: Practical Sales Techniques,38698,11529,455.0,17607590.0,4.58
736456,Ninja Writing: The Four Levels Of Writing Mastery,85042,11007,455.0,38694110.0,4.42
946194,Tableau 20 Advanced Training: Master Tableau in Data Science,63084,10979,455.0,28703220.0,4.63
536706,"Tableau for Beginners: Get CA Certified, Grow Your Career",39873,10725,455.0,18142215.0,4.47
139166,Conscious Listening,27681,10671,2240.0,62005440.0,4.48
552372,Email Etiquette: Write More Effective Emails At Work,33319,10470,455.0,15160145.0,4.38
1098006,The Complete Presentation and Public Speaking/Speech Course,158654,10288,540.0,85673160.0,4.47
1411586,"CAPM Exam Prep Seminar - PMBOK Guide, Sixth Edition",29061,10102,455.0,13222755.0,4.57
1340842,Robotic Process Automation - RPA Overview,28937,10059,455.0,13166335.0,4.36
1007240,Power BI A-Z: Hands-On Power BI Training For Data Science!,72406,9631,455.0,32944730.0,4.47
2246852,Emotional Intelligence at Work: Learn from Your Emotions,20978,9594,3200.0,67129600.0,4.45
139200,Powerful speaking,34296,9520,2240.0,76823040.0,4.44
419658,eBay Drop Shipping Guide with No Inventory - Work From Home,39816,9195,455.0,18116280.0,4.41
1802404,The Complete Communication Skills Master Class for Life,62384,9196,546.0,34061664.0,4.35
